School Code,School Name,Address,Mailing Postal Code,Telephone,Email,Board Code,AreaID
484,EAST RICHMOND EDUCATION CENTRE,PO BOX 2199359 PEPPERELL ST ST. PETER'S NS,B0E 3B0,9025352066,TANYA.CARTER@SRSB.CA,52,#N/A
497,CARLETON CONSOLIDATED SCHOOL ,4014 HWY 340 CARLETON NS,B5A 5P8,9027614200,CCES@TCRSB.CA,59,216900017
497,HEBBVILLE ACADEMY,4014 HWY 3404014 HIGHWAY 340 CARLETON NS,B5A 5P8,902 761 4200,CCES@TCRSB.CA,59,216900017
498,PORT MAITLAND CONSOLIDATED SCHOOL,PO BOX 703072 HWY 1 PORT MAITLAND NS,B5A 5T3,9026494400,PMCES@TCRSB.CA,59,216000021
498,ECOLE SAINT-ALBERT,PO BOX 703072 HIGHWAY 1 PORT MAITLAND NS,B5A 5T3,902 649 4400,PMCES@TCRSB.CA,59,216000021
500,HANTS EAST RURAL HIGH SCHOOL,PO BOX 13010177 HIGHWAY 3 ARCADIA NS,B0W 1B0,902 749 2870,ACES@TCRSB.CA,59,219100044
507,TATAMAGOUCHE ELEMENTARY SCHOOL,PO BOX 3087 PARK ST BRIDGETOWN NS,B0S 1C0,902 665 5430,BRES@AVRSB.CA,55,198500084
508,BRIDGEWATER JUNIOR SENIOR HIGH SCHOOL,100 YORK ST BRIDGEWATER NS,B4V 1R3,9025418260,BJHS@SSRSB.CA,58,239900538
508,BICENTENNIAL SCHOOL,100 YORK ST100 YORK ST BRIDGEWATER NS,B4V 1R3,902 541 8260,BJSHS@SSRSB.CA,58,239900538
509,BRIDGEWATER ELEMENTARY SCHOOL ,130 YORK ST BRIDGEWATER NS,B4V 1R3,9025418240,BES@SSRSB.CA,58,239900538
509,HAWTHORN ELEMENTARY SCHOOL,130 YORK ST130 YORK ST BRIDGEWATER NS,B4V 1R3,902 541 8240,BES@SSRSB.CA,58,239900538
511,CLARK'S HARBOUR ELEMENTARY SCHOOL,PO BOX 13029 SCHOOL ST CLARK'S HARBOUR NS,B0W 1P0,9027453710,CHES@TCRSB.CA,59,160400029
511,JOHN MARTIN JUNIOR HIGH SCHOOL,PO BOX 13029 SCHOOL ST CLARK'S HARBOUR NS,B0W 1P0,902 745 3710,CHES@TCRSB.CA,59,160400029
512,ADMIRAL WESTPHAL ELEMENTARY SCHOOL,6 FOURTH ST DARTMOUTH NS,B2X 3A5,9024358305,AWES@HRSB.NS.CA,54,319301535
512,EAST PICTOU MIDDLE SCHOOL,6 FOURTH ST6 FOURTH ST DARTMOUTH NS,B2X 3A5,902 435 8305,AWES@HRSB.NS.CA,54,319301535
513,ALDERNEY ELEMENTARY SCHOOL ,2 PENHORN DR DARTMOUTH NS,B2Y 3K1,9024642040,ALDERNEY@HRSB.NS.CA,54,319301535
514,BEL AYR ELEMENTARY SCHOOL ,4 BELL ST DARTMOUTH NS,B2W 2P3,9024358353,BELAYR@HRSB.NS.CA,54,319301535
514,NORTH COLCHESTER HIGH SCHOOL,4 BELL ST4 BELL ST DARTMOUTH NS,B2W 2P3,902 435 8353,BELAYR@HRSB.NS.CA,54,319301535
515,BICENTENNIAL SCHOOL ,85 VICTORIA RD DARTMOUTH NS,B3A 1T9,9024642094,BICENT@HRSB.NS.CA,54,319301535
516,CALEDONIA JUNIOR HIGH SCHOOL ,38 CALEDONIA RD DARTMOUTH NS,B2X 1K8,9024358413,CJHS@HRSB.NS.CA,54,319301535
517,CRICHTON PARK ELEMENTARY SCHOOL,49 LYNGBY AVE DARTMOUTH NS,B3A 3V1,9024642503,CRICHTON@HRSB.NS.CA,54,319301535
518,DARTMOUTH HIGH SCHOOL ,95 VICTORIA RD DARTMOUTH NS,B3A 1V2,9024642457,DHS@HRSB.NS.CA,54,319301535
519,BROOKHOUSE ELEMENTARY SCHOOL ,15 CHRISTOPHER AVE DARTMOUTH NS,B2W 3G2,9024358318,BES@HRSB.NS.CA,54,319301535
519,DR. JOHN C. WICKWIRE ACADEMY,15 CHRISTOPHER AVE15 CHRISTOPHER AVE DARTMOUTH NS,B2W 3G2,902 435 8318,BES@HRSB.NS.CA,54,319301535
521,HARBOUR VIEW ELEMENTARY SCHOOL ,25 ALFRED ST DARTMOUTH NS,B3A 4E8,9024642051,HVES@HRSB.NS.CA,54,319301535
522,HAWTHORN ELEMENTARY SCHOOL ,10 HAWTHORNE ST DARTMOUTH NS,B2Y 2Y3,9024642048,HAWTHORN@HRSB.NS.CA,54,319301535
523,IAN FORSYTH ELEMENTARY SCHOOL ,22 GLENCOE DR DARTMOUTH NS,B2X 1J1,9024358435,IFES@HRSB.NS.CA,54,319301535
524,JOHN MARTIN JUNIOR HIGH SCHOOL ,7 BRULE ST DARTMOUTH NS,B3A 4G2,9024642408,JMJH@HRSB.NS.CA,54,319301535
524,L. E. SHAW ELEMENTARY SCHOOL,7 BRULE ST7 BRULE ST DARTMOUTH NS,B3A 4G2,902 464 2408,JMJH@HRSB.NS.CA,54,319301535
526,MICHAEL WALLACE ELEMENTARY SCHOOL,24 ANDOVER ST DARTMOUTH NS,B2X 2L9,9024358357,MWES@HRSB.NS.CA,54,319301535
527,MOUNT EDWARD ELEMENTARY SCHOOL ,3 WINDWARD AVE DARTMOUTH NS,B2W 2G9,9024358459,MEES@HRSB.NS.CA,54,319301535
527,CYRUS EATON ELEMENTARY SCHOOL,3 WINDWARD AVE3 WINDWARD AVE DARTMOUTH NS,B2W 2G9,902 435 8459,MEES@HRSB.NS.CA,54,319301535
533,PRINCE ANDREW HIGH SCHOOL ,31 WOODLAWN RD DARTMOUTH NS,B2W 2R7,9024358452,PAH@HRSB.NS.CA,54,319301535
534,SHANNON PARK ELEMENTARY SCHOOL ,75 IROQUOIS DR DARTMOUTH NS,B3A 4M5,9024642084,SPES@HRSB.NS.CA,54,319301535
535,SOUTH WOODSIDE SCHOOL ,5 EVERETTE ST DARTMOUTH NS,B2W 1G2,9024642090,SWES@HRSB.NS.CA,54,319301535
538,ELLENVALE JUNIOR HIGH SCHOOL ,88 BELLE VISTA DR DARTMOUTH NS,B2W 2X7,9024358420,EJHS@HRSB.NS.CA,54,319301535
539,JOHN MACNEIL ELEMENTARY SCHOOL ,62 LEAMAN DR DARTMOUTH NS,B3A 2K9,9024642488,JMES@HRSB.NS.CA,54,319301535
541,DIGBY ELEMENTARY SCHOOL ,PO BOX 153820 SHREVE ST DIGBY NS,B0V 1A0,9022457550,DES@TCRSB.CA,59,297000101
541,SHANNON PARK ELEMENTARY SCHOOL,PO BOX 153820 SHREVE ST DIGBY NS,B0V 1A0,902 245 7550,DES@TCRSB.CA,59,297000101
545,TRENTON MIDDLE SCHOOL,102 KINGS RD102 KINGS RD DOMINION NS,B0A 1E0,902 849 2046,MACDONALD_EL@STAFF.EDNET.NS.CA,51,66700015
549,JOHN BERNARD CROAK V. C. MEMORIAL SCHOOL,10 SECOND ST GLACE BAY NS,B1A 5Z4,9028492003,RMULLER@GNSPES.CA,51,68500117
549,WINDSOR ADULT HIGH SCHOOL,10 SECOND ST10 SECOND ST GLACE BAY NS,B1A 5Z4,902 849 2003,JBC@STAFF.EDNET.NS.CA,51,68500117
551,HIGHBURY EDUCATION CENTRE,1260 MAIN ST1260 MAIN ST GLACE BAY NS,B1A 5A5,902 842 2285,BPORT@STAFF.EDNET.NS.CA,51,68500117
561,ST. ANNE'S ELEMENTARY SCHOOL ,30 OFFICIAL ROW GLACE BAY NS,B1A 2W9,9028495661,TETTINGER@GNSPES.CA,51,68500117
561,DWIGHT ROSS SCHOOL,30 OFFICIAL ROW30 OFFICIAL ROW GLACE BAY NS,B1A 2W9,902 849 5661,STANNE@STAFF.EDNET.NS.CA,51,68500117
564,ERIC GRAVES MEMORIAL JUNIOR HIGH SCHOOL,70 DOROTHEA DR DARTMOUTH NS,B2W 4M3,9024358325,EGMJH@HRSB.NS.CA,54,319301535
567,HALIFAX CENTRAL JUNIOR HIGH SCHOOL,1787 PRESTON ST HALIFAX NS,B3H 3V7,9024216777,CENTRAL@HRSB.NS.CA,54,319802464
567,RIVERSIDE EDUCATION CENTRE,1787 PRESTON ST1787 PRESTON ST HALIFAX NS,B3H 3V7,902 421 6777,CENTRAL@HRSB.NS.CA,54,319802464
568,GORSEBROOK JUNIOR HIGH SCHOOL ,5966 SOUTH ST HALIFAX NS,B3H 1S6,9024216758,GJH@HRSB.NS.CA,54,319802464
568,OCEANVIEW EDUCATION CENTRE,5966 SOUTH ST5966 SOUTH ST HALIFAX NS,B3H 1S6,902 421 6758,GJH@HRSB.NS.CA,54,319802464
569,JOSEPH HOWE ELEMENTARY SCHOOL ,2557 MAYNARD ST HALIFAX NS,B3K 3V6,9024216785,JHOWE@HRSB.NS.CA,54,319802464
571,HIGHLAND PARK JUNIOR HIGH SCHOOL,3479 ROBIE ST HALIFAX NS,B3K 4S4,9024935124,HPJH@HRSB.NS.CA,54,319802464
572,OXFORD SCHOOL ,6364 NORTH ST HALIFAX NS,B3L 1P6,9024216763,OXFORD@HRSB.NS.CA,54,319802464
575,ST. AGNES JUNIOR HIGH SCHOOL ,6981 MUMFORD RD HALIFAX NS,B3L 2H7,9024935132,STAGNES@HRSB.NS.CA,54,319802464
577,ST. CATHERINE'S ELEMENTARY SCHOOL,3299 CONNOLLY ST HALIFAX NS,B3L 3P7,9024935143,STCATH@HRSB.NS.CA,54,319802464
578,FAIRVIEW JUNIOR HIGH SCHOOL ,155 ROSEDALE AVE HALIFAX NS,B3N 2K2,9024578960,FVJH@HRSB.NS.CA,54,319802464
579,INGLIS STREET ELEMENTARY SCHOOL,5985 INGLIS ST HALIFAX NS,B3H 1K7,9024216767,ISES@HRSB.NS.CA,54,319802464
580,ST. JOSEPH'S-ALEXANDER MCKAY ELEMENTARY SCHOOL,5389 RUSSELL ST HALIFAX NS,B3K 1W8,9024935180,SJAM@HRSB.NS.CA,54,319802464
581,SAINT MARY'S ELEMENTARY SCHOOL ,5614 MORRIS ST HALIFAX NS,B3J 1C2,9024216749,STMARYS@HRSB.NS.CA,54,319802464
581,ECOLE ACADIENNE DE POMQUET,5614 MORRIS ST5614 MORRIS ST HALIFAX NS,B3J 1C2,902 421 6749,STMARYS@HRSB.NS.CA,54,319802464
586,ST. STEPHEN'S ELEMENTARY SCHOOL,3669 HIGHLAND AVE HALIFAX NS,B3K 4L9,9024935155,SSES@HRSB.NS.CA,54,319802464
587,LEMARCHANT-ST. THOMAS ELEMENTARY SCHOOL,1589 WALNUT ST HALIFAX NS,B3H 3S1,9024216769,LMSTS@HRSB.NS.CA,54,319802464
587,RIDGECLIFF MIDDLE SCHOOL,6141 WATT ST6141 WATT ST HALIFAX NS,B3H 2B7,902 421 6769,LMSTS@HRSB.NS.CA,54,319802464
589,SIR CHARLES TUPPER SCHOOL ,1930 CAMBRIDGE ST HALIFAX NS,B3H 4S5,9024216775,TUPPER@HRSB.NS.CA,54,319802464
589,NORTH NOVA EDUCATION CENTRE,1930 CAMBRIDGE ST1930 CAMBRIDGE ST HALIFAX NS,B3H 4S5,902 421 6775,TUPPER@HRSB.NS.CA,54,319802464
591,WESTMOUNT ELEMENTARY SCHOOL ,6700 EDWARD ARAB AVE HALIFAX NS,B3L 2E1,9024935164,WMOUNT@HRSB.NS.CA,54,319802464
592,HALIFAX WEST HIGH SCHOOL ,283 THOMAS RADDALL DR HALIFAX NS,B3S 1R1,9024578900,HWHS@HRSB.NS.CA,54,319802464
593,SPRINGVALE ELEMENTARY SCHOOL ,92 DOWNS AVE HALIFAX NS,B3N 1Y6,9024794606,SPRVALE@HRSB.NS.CA,54,319802464
595,BURTON ETTINGER ELEMENTARY SCHOOL,52 ALEX ST HALIFAX NS,B3N 2W4,9024578922,BEES@HRSB.NS.CA,54,319802464
596,CHEBUCTO HEIGHTS ELEMENTARY SCHOOL,230 COWIE HILL RD HALIFAX NS,B3P 2M3,9024794298,CHES@HRSB.NS.CA,54,319802464
599,FAIRVIEW HEIGHTS ELEMENTARY SCHOOL,210 CORONATION AVE HALIFAX NS,B3N 2N3,9024578953,FHES@HRSB.NS.CA,54,319802464
600,CLAYTON PARK JUNIOR HIGH SCHOOL,45 PLATEAU CRES HALIFAX NS,B3M 2V7,9024578930,CPJH@HRSB.NS.CA,54,319802464
601,DUC D'ANVILLE ELEMENTARY SCHOOL,12 CLAYTON PARK DR HALIFAX NS,B3M 1L3,9024578940,DDES@HRSB.NS.CA,54,319802464
602,GROSVENOR-WENTWORTH PARK ELEMENTARY SCHOOL,4 DOWNING ST HALIFAX NS,B3M 2G4,9024578422,GWP@HRSB.NS.CA,54,319802464
603,ROCKINGHAM ELEMENTARY SCHOOL ,31 TREMONT DR HALIFAX NS,B3M 1X8,9024578986,ROCKINGHAM@HRSB.NS.CA,54,319802464
603,SOUTHDALE-NORTH WOODSIDE SCHOOL,31 TREMONT DR31 TREMONT DR HALIFAX NS,B3M 1X8,902 457 8986,ROCKINGHAM@HRSB.NS.CA,54,319802464
605,CUNARD JUNIOR HIGH SCHOOL ,121 WILLIAMS LAKE RD HALIFAX NS,B3P 1T6,9024794418,CUNARD@HRSB.NS.CA,54,319802464
607,JOHN W. MACLEOD-FLEMING TOWER ELEMENTARY SCHOOL,159 PURCELL'S COVE RD HALIFAX NS,B3P 1B7,9024794437,JWM@HRSB.NS.CA,54,319802464
609,ROCKINGSTONE HEIGHTS SCHOOL,1 REGAN DR HALIFAX NS,B3R 2J1,9024794452,RHES@HRSB.NS.CA,54,319802464
611,CENTRAL SPRYFIELD SCHOOL ,364 HERRING COVE RD HALIFAX NS,B3R 1V8,9024794286,CSES@HRSB.NS.CA,54,319802464
614,ELIZABETH SUTHERLAND SCHOOL ,66 ROCKINGSTONE RD HALIFAX NS,B3R 2C9,9024794427,ESS@HRSB.NS.CA,54,319802464
619,J. L. ILSLEY HIGH SCHOOL ,38 SYLVIA AVE HALIFAX NS,B3R 1J9,9024794612,JLI@HRSB.NS.CA,54,319802464
624,LOCKEPORT ELEMENTARY SCHOOL ,PO BOX 28073 BEECH ST LOCKEPORT NS,B0T 1L0,9026567100,LES@TCRSB.CA,59,156000037
624,ECOLE WEDGEPORT,PO BOX 28073 BEECH ST LOCKEPORT NS,B0T 1L0,902 656 7100,LES@TCRSB.CA,59,156000037
626,NORTH QUEENS COMMUNITY SCHOOL,21 KENT ST21 KENT ST LOUISBOURG NS,B1C 1E9,902 733 2515,GDLEWIS@STAFF.EDNET.NS.CA,51,72300045
631,MULGRAVE MEMORIAL EDUCATION CENTRE,PO BOX 248459 MURRAY ST MULGRAVE NS,B0E 2G0,9027472710,SCOTT.GOYETCHE@SRSB.CA,52,111200062
631,SOUTH QUEENS MIDDLE SCHOOL,PO BOX 248459 MURRAY ST MULGRAVE NS,B0E 2G0,902 747 2710,SONYA.SAUVE@SRSB.CA,52,111200062
639,A.G. BAILLIE MEMORIAL SCHOOL ,477 VICTORIA AVE EXT NEW GLASGOW NS,B2H 1X1,9027558240,BOUDREAUND@CCRSB.CA,53,87500106
639,DEBERT ELEMENTARY SCHOOL,477 VICTORIA AVE EXT477 VICTORIA AVE NEW GLASGOW NS,B2H 1X1,902 755 8240,BOUDREAUND@CCRSB.CA,53,87500106
640,BRETON EDUCATION CENTRE ,667 EIGHTH ST NEW WATERFORD NS,B1H 3T4,9028626432,DAUCOIN@GNSPES.CA,51,66400358
640,STRAIT AREA EDUCATION/RECREATION CENTRE,667 EIGHTH ST667 EIGHTH ST NEW WATERFORD NS,B1H 3T4,902 862 6432,BEC@STAFF.EDNET.NS.CA,51,66400358
643,ECOLE NDA,3237 NICHOLSON AVE3237 NICHOLSON AVE NEW WATERFORD NS,B1H 1N9,902 862 7127,MOUNTCARMEL@STAFF.EDNET.NS.CA,51,66400358
644,A.G. BAILLIE MEMORIAL SCHOOL,319 JAMES ST377 JAMES ST NEW WATERFORD NS,B1H 2X9,902 862 7109,SAINTAGNES@STAFF.EDNET.NS.CA,51,66400358
646,SHERWOOD PARK EDUCATION CENTRE ,500 TERRACE ST SYDNEY NS,B1P 6N1,9025637732,GARTLAND@GNSPES.CA,51,68200167
646,HILLCREST ACADEMY,500 TERRACE ST500 TERRACE ST SYDNEY NS,B1P 6N1,902 563 7732,SPEC@STAFF.EDNET.NS.CA,51,68200167
649,PARRSBORO REGIONAL ELEMENTARY SCHOOL,PO BOX 63143 SCHOOL ST PARRSBORO NS,B0M 1S0,9022545605,COLLINSONN@CCRSB.CA,53,2500093
649,SCOTSBURN ELEMENTARY SCHOOL,43 SCHOOL ST43 SCHOOL ST PARRSBORO NS,B0M 1S0,902 254 5605,STEVENSONS@CCRSB.CA,53,2500093
650,PICTOU ACADEMY ,PO BOX 699200 LOUISE ST PICTOU NS,B0K 1H0,9024857200,MACDONALDB@CCRSB.CA,53,83500037
650,HORTON HIGH SCHOOL,PO BOX 69988 PATTERSON ST PICTOU NS,B0K 1H0,902 485 7200,MACDONALDB@CCRSB.CA,53,83500037
655,STRAIT AREA EDUCATION/ RECREATION CENTRE,304 PITT ST UNIT 1 PORT HAWKESBURY NS,B9A 2T9,9026251929,ROB.ALLEN@SRSB.CA,52,35300097
655,COBEQUID EDUCATIONAL CENTRE,304 PITT ST UNIT 1304 PITT ST PORT HAWKESBURY NS,B9A 2T9,902 625 1929,SHAUN.MACDONALD@SRSB.CA,52,35300097
658,SPRINGHILL JUNIOR-SENIOR HIGH SCHOOL,PO BOX 106084 CHURCH ST SPRINGHILL NS,B0M 1X0,9025974250,CONRONB@CCRSB.CA,53,7400016
658,CABOT SECONDARY SCHOOL,PO BOX 106084 CHURCH ST SPRINGHILL NS,B0M 1X0,902 597 4250,CONRONB@CCRSB.CA,53,7400016
661,JUNCTION ROAD ELEMENTARY SCHOOL,PO BOX 213919 JUNCTION RD SPRINGHILL NS,B0M 1X0,9025974240,MADDISONALICKS@CCRSB.CA,53,7400016
661,GLACE BAY ELEMENTARY SCHOOL,PO BOX 213919 JUNCTION RD SPRINGHILL NS,B0M 1X0,902 597 4240,MADDISONALICKS@CCRSB.CA,53,7400016
662,WEST END MEMORIAL SCHOOL ,PO BOX 213977 MCGEE ST SPRINGHILL NS,B0M 1X0,9025974242,HOARP@CCRSB.CA,53,7400016
662,PICTOU ACADEMY/DR. THOMAS MCCULLOCH SCHOOL,77 MCGEE ST77 MCGEE ST SPRINGHILL NS,B0M 1X0,902 597 4242,MADDISONALICKS@CCRSB.CA,53,7400016
665,G.R. SAUNDERS ELEMENTARY SCHOOL,PO BOX 103071 BRIDGE AVE STELLARTON NS,B0K 1S0,9027558230,GREENF@CCRSB.CA,53,89200051
665,GLOOSCAP ELEMENTARY SCHOOL,PO BOX 103071 BRIDGE AVE STELLARTON NS,B0K 1S0,902 755 8230,MACISAACB@CCRSB.CA,53,89200051
667,WHITNEY PIER MEMORIAL MIDDLE SCHOOL,199 JAMIESON ST WHITNEY PIER NS,B1N 2P7,9025626130,DMACDONALD1@GNSPES.CA,51,68200185
667,CHEDABUCTO EDUCATION CENTRE/GUYSBOROUGH ACADEMY,199 JAMIESON ST199 JAMESON ST WHITNEY PIER NS,B1N 2P7,902 562 6130,WPMJHS@STAFF.EDNET.NS.CA,51,68200185
688,SYDNEY ACADEMY ,49 TERRACE ST SYDNEY NS,B1P 2L4,9025625464,KDEVEAUX@GNSPES.CA,51,68200167
688,FANNING EDUCATION CENTRE/CANSO ACADEMY,49 TERRACE ST49 TERRACE ST SYDNEY NS,B1P 2L4,902 562 5464,SYDACADEMY@STAFF.EDNET.NS.CA,51,68200167
690,TRENTON MIDDLE SCHOOL ,PO BOX 1037 DICKIE ST TRENTON NS,B0K 1X0,9027558440,MACDONALDOS@CCRSB.CA,53,87400101
690,SETON ELEMENTARY SCHOOL,PO BOX 1037 DICKIE ST TRENTON NS,B0K 1X0,902 755 8440,MACDONALDOS@CCRSB.CA,53,87400101
692,TRENTON ELEMENTARY SCHOOL ,1 SIXTH ST TRENTON NS,B0K 1X0,9027558460,WASHBURNMD@CCRSB.CA,53,87400101
692,FALMOUTH DISTRICT SCHOOL,1 SIXTH ST10 SIXTH ST TRENTON NS,B0K 1X0,902 755 8460,WASHBURNMD@CCRSB.CA,53,87400101
699,WINDSOR ELEMENTARY SCHOOL ,PO BOX 1057100 TREMAIN CRES WINDSOR NS,B0N 2T0,9027926770,WES@AVRSB.CA,55,184000005
699,SIR CHARLES TUPPER SCHOOL,PO BOX 1057100 TREMAIN CRES WINDSOR NS,B0N 2T0,902 792 6770,WES@AVRSB.CA,55,184000005
703,JOHN MACNEIL ELEMENTARY SCHOOL,20 FORBES ST20 FORBES ST YARMOUTH NS,B5A 1W8,902 749 5150,SCES@TCRSB.CA,59,400005552
704,YARMOUTH CENTRAL SCHOOL ,53 PARADE ST YARMOUTH NS,B5A 3B1,9027492860,YCES@TCRSB.CA,59,400005552
704,SMOKEY DRIVE ELEMENTARY SCHOOL,53 PARADE ST53 PARADE ST YARMOUTH NS,B5A 3B1,902 749 2860,YCES@TCRSB.CA,59,400005552
705,AMHERST REGIONAL HIGH SCHOOL ,190 WILLOW ST AMHERST NS,B4H 3W5,9026612540,STUBBERTA@CCRSB.CA,53,16600445
705,ROBIN FOOTE ELEMENTARY SCHOOL,190 WILLOW ST190 WILLOW ST AMHERST NS,B4H 3W5,902 661 2540,STUBBERTA@CCRSB.CA,53,16600445
707,DR. JOHN HUGH GILLIS REGIONAL HIGH SCHOOL,105 BRAEMORE AVE ANTIGONISH NS,B2G 1L3,9028631620,WANDA.FOUGERE@SRSB.CA,52,123900236
707,TRURO ELEMENTARY SCHOOL,105 BRAEMORE AVE105 BRAEMORE AVE ANTIGONISH NS,B2G 1L3,902 863 1620,WANDA.FOUGERE@SRSB.CA,52,123900236
708,NEW GERMANY ELEMENTARY SCHOOL,PO BOX 40456 GRANVILLE ST BRIDGETOWN NS,B0S 1C0,902 665 5400,BRHS@AVRSB.CA,55,198500084
709,DIGBY REGIONAL HIGH SCHOOL ,PO BOX 1660107 KING ST DIGBY NS,B0V 1A0,9022457500,DRHS@TCRSB.CA,59,297000101
709,ECOLE DU CARREFOUR,PO BOX 1660107 KING ST DIGBY NS,B0V 1A0,902 245 7500,DRHS@TCRSB.CA,59,297000101
710,LIVERPOOL REGIONAL HIGH SCHOOL ,PO BOX 1266104 COLLEGE ST LIVERPOOL NS,B0T 1K0,9023547600,LRHS@SSRSB.CA,58,171800132
710,OCEAN VIEW ELEMENTARY SCHOOL,PO BOX 1266104 COLLEGE ST LIVERPOOL NS,B0T 1K0,902 354 7600,LRHS@SSRSB.CA,58,171800132
711,LOCKEPORT REGIONAL HIGH SCHOOL ,PO BOX 12910 LOCKE ST LOCKEPORT NS,B0T 1L0,9026567110,LHS@TCRSB.CA,59,156000037
712,MIDDLETON REGIONAL HIGH SCHOOL,18 GATES AVE MIDDLETON NS,B0S 1P0,9028255350,MRHS@AVRSB.CA,55,200000035
712,GORSEBROOK JUNIOR HIGH SCHOOL,18 GATES AVE18 GATES AVE MIDDLETON NS,B0S 1P0,902 825 5350,MRHS@AVRSB.CA,55,200000035
715,PARRSBORO REGIONAL HIGH SCHOOL ,PO BOX 370109 KING ST PARRSBORO NS,B0M 1S0,9022545600,SPENCED@CCRSB.CA,53,2500093
715,OLDFIELD CONSOLIDATED SCHOOL,PO BOX 370109 KING ST PARRSBORO NS,B0M 1S0,902 254 5600,STEVENSONS@CCRSB.CA,53,2500093
716,SHELBURNE REGIONAL HIGH SCHOOL ,PO BOX 10415 WOODLAWN DR SHELBURNE NS,B0T 1W0,9028754900,SRHS@TCRSB.CA,59,154200082
731,GEORGE BISSETT ELEMENTARY SCHOOL,170 ARKLOW DR DARTMOUTH NS,B2W 4R6,9024645184,GBES@HRSB.NS.CA,54,319301535
732,COLDBROOK AND DISTRICT SCHOOL ,2305 ENGLISH MOUNTAIN RD COLDBROOK NS,B4R 1B6,9026903830,CBDS@AVRSB.CA,55,182100137
732,VALLEY ELEMENTARY SCHOOL,2305 ENGLISH MOUNTAIN RD2305 ENGLISH MOUNTAIN RD COLDBROOK NS,B4R 1B6,902 690 3830,CBDS@AVRSB.CA,55,182100137
733,EVELYN RICHARDSON MEMORIAL ELEMENTARY SCHOOL,PO BOX 1605961 HWY 3 SHAG HARBOUR NS,B0W 3B0,9027233800,ERMES@TCRSB.CA,59,400046381
733,OYSTER POND ACADEMY,PO BOX 1605961 HIGHWAY 3 SHAG HARBOUR NS,B0W 3B0,902 723 3800,ERMES@TCRSB.CA,59,400046381
739,ASTRAL DRIVE ELEMENTARY SCHOOL ,236 ASTRAL DR DARTMOUTH NS,B2V 1B8,9024628500,ADE@HRSB.NS.CA,54,319301535
740,HAROLD T. BARRETT JUNIOR HIGH SCHOOL,862 BEAVER BANK RD BEAVER BANK NS,B4G 1A9,9028647500,HTBAR@HRSB.NS.CA,54,306500135
743,CAVALIER DRIVE SCHOOL ,116 CAVALIER DR LOWER SACKVILLE NS,B4C 3L9,9028647524,CDS@HRSB.NS.CA,54,306400289
743,GLACE BAY HIGH SCHOOL,116 CAVALIER DR116 CAVALIER DR LOWER SACKVILLE NS,B4C 3L9,902 864 7524,CDS@HRSB.NS.CA,54,306400289
744,ECOLE BELLEVILLE ,CP 25484 RUE BELLEVILLE RR 3 TUSKET N.-E.,B0W 3M0,9026485920,EBLV@CSAP.CA,57,223600046
744,IAN FORSYTH ELEMENTARY SCHOOL,CP 25484 BELLEVILLE RD TUSKET N.-E.,B0W 3M0,902 648 5920,EBLV@CSAP.CA,57,223600046
745,MILLWOOD HIGH SCHOOL ,141 MILLWOOD DR MIDDLE SACKVILLE NS,B4E 0A1,9028647535,MWHS@HRSB.NS.CA,54,306400380
745,ECOLE SECONDAIRE DU SOMMET,141 MILLWOOD DR141 MILLWOOD DR MIDDLE SACKVILLE NS,B4E 0A1,902 864 7535,MWHS@HRSB.NS.CA,54,306400380
746,ANNAPOLIS EAST ELEMENTARY SCHOOL,PO BOX 640325 MARSHALL ST MIDDLETON NS,B0S 1P0,9028255330,AEES@AVRSB.CA,55,200000035
746,BIBLE HILL JUNIOR HIGH SCHOOL,PO BOX 640325 MARSHALL ST MIDDLETON NS,B0S 1P0,902 825 5330,AEES@AVRSB.CA,55,200000035
747,HOLLAND ROAD ELEMENTARY SCHOOL ,181 HOLLAND RD FLETCHERS LAKE NS,B2T 1A1,9028604170,HRES@HRSB.NS.CA,54,307100015
748,MILLWOOD ELEMENTARY SCHOOL ,190 BEAVER BANK CROSS RD LOWER SACKVILLE NS,B4E 1K5,9028647510,MES@HRSB.NS.CA,54,306400289
748,BRAS D'OR ELEMENTARY SCHOOL,190 BEAVER BANK CROSS RD190 BEAVER BANK CROSS RD LOWER SACKVILLE NS,B4E 1K5,902 864 7510,MES@HRSB.NS.CA,54,306400289
749,ASTRAL DRIVE JUNIOR HIGH SCHOOL,238 ASTRAL DR DARTMOUTH NS,B2V 1B8,9024628700,ADJH@HRSB.NS.CA,54,319301535
750,E. B. CHANDLER JUNIOR HIGH SCHOOL,PO BOX 79028 DICKEY ST AMHERST NS,B4H 4B9,9026612450,BEEDS@CCRSB.CA,53,16600445
752,BEAVER BANK MONARCH DRIVE ELEMENTARY SCHOOL,38 MONARCH DR BEAVER BANK NS,B4E 3A5,9028647540,BBMON@HRSB.NS.CA,54,306500135
753,EVANGELINE MIDDLE SCHOOL ,9387 COMMERCIAL ST NEW MINAS NS,B4N 3G3,9026814910,EMS@AVRSB.CA,55,184800124
916,REDCLIFF MIDDLE SCHOOL ,33 SUNSET LANE VALLEY NS,B6L 4K1,9028965520,KENNEDYAJ@CCRSB.CA,53,266100120
916,RIVERSIDE ELEMENTARY SCHOOL,33 SUNSET LANE33 SUNSET LANE VALLEY NS,B6L 4K1,902 896 5520,KENNEDYAJ@CCRSB.CA,53,266100120
