OBJECTID,LOC_ID,WORK_DESC,PROJ_NO,CATEGORY,YEAR
105726,CPLID831,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105727,CPLID833,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105728,CPLID834,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105729,CPLID835,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105730,CPLID836,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105731,CPLID837,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105732,CPLID839,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105733,CPLID828,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105734,CPLID921,Solar panels upgrades,CB000002,Buildings,2016
105735,CPLID922,Awning,CB000002,Buildings,2016
105736,CPLID923,Mechanical and electrical upgrades,CB000002,Buildings,2016
105737,CPLID924,Mechanical and electrical upgrades,CB000002,Buildings,2016
105738,CPLID925,Bulkhead construction,CB000002,Buildings,2016
105739,CPLID926,Mechanical upgrades,CB000002,Buildings,2016
105740,CPLID927,Reconfiguration and improvements,CB000058,Buildings,2016
105741,CPLID928,Roof Repairs,CBX01272,Buildings,2016
105742,CPLID929,Roof Repairs,CBX01272,Buildings,2016
105743,CPLID930,Roof Repairs,CBX01272,Buildings,2016
105744,CPLID931,Roof Repairs,CBX01272,Buildings,2016
105745,CPLID324, Boat Launch Development,CPX01331,Parks and Playgrounds,2014
105746,CPLID325,Sewer servicing study. Expansion concept /feasibility study,CQ000006,Industrial Parks,2014
105747,CPLID326,Continued assessment of the sewer capacity issues by Halifax Water.,CQ000007,Industrial Parks,2014
105748,CPLID519,Replacement of washroom facility and lighting. Security Improvements and landscaping,CB000010,Buildings,2013
105749,CPLID516,Flooring and lighting upgrades,CB000002,Buildings,2013
105750,CPLID517,Refrigeration plant,CB000002,Buildings,2013
105751,CPLID518,Generator upgrade,CB000002,Buildings,2013
105752,CPLID520,"New washroom facility. Lighting installation, security improvements and landscaping",CB000010,Buildings,2013
105753,CPLID522,Flat roof repairs,CBX01272,Buildings,2013
105754,CPLID523,Transit building roof replacement,CBX01272,Buildings,2013
105755,CPLID524,Repaving of parking lot,CBX01271,Buildings,2013
105756,CPLID525,Landscape improvements and overflow parking lot,CBX01271,Buildings,2013
105757,CPLID527,Sidewalk Renewals,CKU01084,Sidewalks,2014
105758,CPLID528,"Repairs to Barrington Street, inbound and outbound",CRU01077,Roads & Streets,2013
105759,CPLID819,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105760,CPLID816,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105761,CPLID817,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105762,CPLID818,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105763,CPLID820,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105764,CPLID821,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105765,CPLID822,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105766,CPLID823,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105767,CPLID824,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105768,CPLID826,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105769,CPLID827,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105770,CPLID815,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105771,CPLID896,Additional Showers,CB000067,Buildings,2016
105772,CPLID893,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105773,CPLID894,Building Recapitalization,CBX01157,Buildings,2016
105774,CPLID897,Building and Equipment Maintenance,CB000064,Buildings,2016
105775,CPLID898,Renovate change rooms,CB000023,Buildings,2016
105776,CPLID899,Upgrade Washrooms,CB000072,Buildings,2016
105777,CPLID900,"Pool upgrades, mechanical upgrades and Roof Replacement",CB000045,Buildings,2016
105778,CPLID901,Pool repairs,CB000024,Buildings,2016
105779,CPLID902,Construction of 4-Pad Arena,CB000049,Buildings,2016
105780,CPLID903,Asbestos removal,CBX01162,Buildings,2016
105781,CPLID904,Demolition,CBX01162,Buildings,2016
105782,CPLID905,Demolition,CBX01162,Buildings,2016
105783,CPLID906,Natural Gas Conversion and upgrades,CB000069,Buildings,2016
105784,CPLID331,Replacement of some equipment  and stationary systems repairs.,CW000002,Solid Waste,2014
105785,CPLID329,Preliminary concept plan/study to identify  infrastructure requirements and development feasibility,CQ000010,Industrial Parks,2014
105786,CPLID330,Storm Sewer Upgrades,CR000001,Roads & Streets,2014
105787,CPLID332,Land acquisition,CWI00967,Solid Waste,2014
105788,CPLID333,Install unloading services and holding tank for leachate,CWI00985,Solid Waste,2014
105789,CPLID334,Replacement of oil fired burner,CWU01065,Solid Waste,2014
105790,CPLID335,Dredging of four siltation ponds to remove accumulated silt,CWU01092,Solid Waste,2014
105791,CPLID336,"Environment monitoring including water, site maintenance, regulatory approval, erosion control, and system improvements",CWU01353,Solid Waste,2014
105792,CPLID338,Installation of gas collection wells and initial layer clay cover on closed landfill cell.,CWU01358,Solid Waste,2014
105793,CPLID642,Sidewalk Renewals,CKU01084,Sidewalks,2015
105794,CPLID156,Micmac to End,CKU01084,"Sidewalks, Curbs & Gutters",2013
105795,CPLID153,Young to Russell,CKU01084,"Sidewalks, Curbs & Gutters",2013
105796,CPLID154,Edgewood to Bayers,CKU01084,"Sidewalks, Curbs & Gutters",2013
105797,CPLID155,Micmac to End,CKU01084,"Sidewalks, Curbs & Gutters",2013
105798,CPLID158,Vienna to Berlin,CKU01084,"Sidewalks, Curbs & Gutters",2013
105799,CPLID159,Benjamin Greene to First,CKU01084,"Sidewalks, Curbs & Gutters",2013
105800,CPLID160,Second to First,CKU01084,"Sidewalks, Curbs & Gutters",2013
105801,CPLID161,Benjamin Greene to First,CKU01084,"Sidewalks, Curbs & Gutters",2013
105802,CPLID162,Newton to Armcrescent East,CKU01084,"Sidewalks, Curbs & Gutters",2013
105803,CPLID163,Third to Second,CKU01084,"Sidewalks, Curbs & Gutters",2013
105804,CPLID164,Replacement of aging diffuser assemblies,CWU01064,Solid Waste,2013
105805,CPLID352,Retaining Wall Upgrades,CRU01079,Roads & Streets,2014
105806,CPLID545,Intersection Configuration,CTU01086,Traffic Improvements,2015
105807,CPLID542,HRM `s share of Variable Messaging Sign Installation,CTX01115,Traffic Improvements,2015
105808,CPLID543,Installation of Left and Right Turning Lanes,CTU01086,Traffic Improvements,2015
105809,CPLID546,Intersection Modifications,CTU01086,Traffic Improvements,2015
105810,CPLID547,Installation of Right Turn Lanes,CTU01086,Traffic Improvements,2015
105811,CPLID548,Construction of Roundabout,CT000001,Traffic Improvements,2015
105812,CPLID549,Replacement of Streetlight Infrastructure,CRU00792,Traffic Improvements,2015
105813,CPLID550,Crosswalk Light Installation,CTU01085,Traffic Improvements,2015
105814,CPLID551,Crosswalk Light Installation,CTU01085,Traffic Improvements,2015
105815,CPLID553,Traffic Signal Rehab,CTU00419,Traffic Improvements,2015
105816,CPLID554,Traffic Signal Rehab,CTU00419,Traffic Improvements,2015
105817,CPLID844,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105818,CPLID842,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105819,CPLID843,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105820,CPLID845,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105821,CPLID846,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105822,CPLID847,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105823,CPLID848,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105824,CPLID849,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105825,CPLID850,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105826,CPLID851,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105827,CPLID852,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105828,CPLID853,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105829,CPLID143,Terminal upgrades - exterior and interior,CB000018,Metro Transit,2013
105830,CPLID140,Streetscape improvements,CDV00734,Community & Property Development,2013
105831,CPLID141,Corrective maintenance & safety improvements,CBX01171,Metro Transit,2013
105832,CPLID142,Corrective maintenance & safety improvements,CBX01171,Metro Transit,2013
105833,CPLID144,Terminal Replacement,CB000013,Metro Transit,2013
105834,CPLID146,Development of new artificial sport fields,CPX01347,Parks and Playgrounds,2013
105835,CPLID147,Restoration of ornamental fence,CPX01181,Parks and Playgrounds,2013
105836,CPLID148,Restoration of ornamental fence,CPX01181,Parks and Playgrounds,2013
105837,CPLID149,Park renewal,CP000002,Parks and Playgrounds,2013
105838,CPLID150,Kaye to Young,CKU01084,"Sidewalks, Curbs & Gutters",2013
105839,CPLID151,Vincent to Devonshire,CKU01084,"Sidewalks, Curbs & Gutters",2013
105840,CPLID152,Vincent to Union,CKU01084,"Sidewalks, Curbs & Gutters",2013
105841,CPLID356,Carry out redevelopment of interchange.,CT000007,Community & Property Development,2014
105842,CPLID353,Sandy Lake Wastewater Oversizing - Year 3 of expenditure schedule,CSX01346,Community & Property Development,2014
105843,CPLID354,Corridor Improvements,CT000001,Traffic Improvements,2014
105844,CPLID355,Corridor Improvements,CT000001,Traffic Improvements,2014
105845,CPLID358,Transit Priority Lane,CTR00908,Traffic Improvements,2014
105846,CPLID359,Implementation ecoMobility Parking Initiative,CTR00908,Traffic Improvements,2014
105847,CPLID360,Traffic Signal Rehabilitation,CTU00419,Traffic Improvements,2014
105848,CPLID361,Traffic Signal Rehabilitation,CTU00419,Traffic Improvements,2014
105849,CPLID362,Traffic Signal Rehabilitation,CTU00419,Traffic Improvements,2014
105850,CPLID363,Traffic Signal Rehabilitation,CTU00419,Traffic Improvements,2014
105851,CPLID364,Active Transportation Plan - Paved Shoulders,CTU00420,Traffic Improvements,2014
105852,CPLID365,Restoration/Repair of Perimeter Stone Wall,CP000009,Parks and Playgrounds,2014
105853,CPLID558,Parking lot upgrades and lighting,CB000050,Buildings,2015
105854,CPLID555,Traffic Signal Rehab,CTU00419,Traffic Improvements,2015
105855,CPLID556,Deferred Maintenance,CB000051,Buildings,2015
105856,CPLID559,Pavillion Building Construction,CBX01344,Buildings,2015
105857,CPLID560,Deferred Maintenance,CB000043,Buildings,2015
105858,CPLID561,HVAC and Electrical,CB000058,Buildings,2015
105859,CPLID562,Recapitalization and Accessibility Upgrades,CB000059,Buildings,2015
105860,CPLID563,Roofing and Deferred Maintenance,CB000060,Buildings,2015
105861,CPLID564,"Seat Replacements, washroom and concourse upgrades",CB000028,Buildings,2015
105862,CPLID565,"Flooring, furnace and electrical",CB000061,Buildings,2015
105863,CPLID566,Detailed Design,CT000007,Community & Property Development,2015
105864,CPLID567,Cenotaph Repairs,CD990003,Community & Property Development,2015
105865,CPLID629,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105866,CPLID630,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105867,CPLID632,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105868,CPLID633,Sidewalk Renewals,CKU01084,Sidewalks,2015
105869,CPLID634,Sidewalk Renewals,CKU01084,Sidewalks,2015
105870,CPLID635,Sidewalk Renewals,CKU01084,Sidewalks,2015
105871,CPLID636,Sidewalk Renewals,CKU01084,Sidewalks,2015
105872,CPLID637,Sidewalk Renewals,CKU01084,Sidewalks,2015
105873,CPLID638,Sidewalk Renewals,CKU01084,Sidewalks,2015
105874,CPLID640,Sidewalk Renewals,CKU01084,Sidewalks,2015
105875,CPLID641,Sidewalk Renewals,CKU01084,Sidewalks,2015
105876,CPLID383,Dashboard boards and paving upgrades,CB000002,Buildings,2013
105877,CPLID380,Air Conditioning of the field house,CB000002,Buildings,2013
105878,CPLID382,Renovations,CB000002,Buildings,2013
105879,CPLID384,"Circulation Pumps, paving upgrades",CB000002,Buildings,2013
105880,CPLID385,Sidewalk Renewals,CKU01084,Sidewalks,2014
105881,CPLID386,Sidewalk Renewals,CKU01084,Sidewalks,2014
105882,CPLID387,Sidewalk Renewals,CKU01084,Sidewalks,2014
105883,CPLID388,Sidewalk Renewals,CKU01084,Sidewalks,2014
105884,CPLID379,Metropark resealing and general life-cycle maintenance.,CBX01140,Buildings,2013
105885,CPLID390,Sidewalk Renewals,CKU01084,Sidewalks,2014
105886,CPLID392,Sidewalk Renewals,CKU01084,Sidewalks,2014
105887,CPLID393,Sidewalk Renewals,CKU01084,Sidewalks,2014
105888,CPLID179,State of Good Repair,CP000003,Parks and Playgrounds,2014
105889,CPLID180,Diamond Upgrades,CP000003,Parks and Playgrounds,2014
105890,CPLID181,Field Upgrades,CP000003,Parks and Playgrounds,2014
105891,CPLID184,Replacement of Guide Rails,CRU01079,Roads & Streets,2014
105892,CPLID185,Replacement of Guide Rails,CRU01079,Roads & Streets,2014
105893,CPLID186,Replacement of Guide Rails,CRU01079,Roads & Streets,2014
105894,CPLID187,Replacement of Guide Rails,CRU01079,Roads & Streets,2014
105895,CPLID188,Walkway Upgrades,CRU01079,Roads & Streets,2014
105896,CPLID189,Walkway Upgrades,CRU01079,Roads & Streets,2014
105897,CPLID190,Walkway Upgrades,CRU01079,Roads & Streets,2014
105898,CPLID191,Walkway Upgrades,CRU01079,Roads & Streets,2014
105899,CPLID192,Walkway Upgrades,CRU01079,Roads & Streets,2014
105900,CPLID581,Vertical Expansion of Cells,CW000006,Solid Waste,2015
105901,CPLID582,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105902,CPLID583,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105903,CPLID585,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105904,CPLID586,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105905,CPLID587,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105906,CPLID588,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105907,CPLID589,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105908,CPLID590,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105909,CPLID591,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105910,CPLID660,Installation of new sidewalks,CR000003,Sidewalks,2015
105911,CPLID658,Installation of Guide Rail,CRU01079,Roads & Streets,2015
105912,CPLID659,Installation of new sidewalks,CR000003,Sidewalks,2015
105913,CPLID661,Installation of new sidewalks,CR000003,Sidewalks,2015
105914,CPLID662,Replace Guide Rail,CRU01079,Roads & Streets,2015
105915,CPLID663,Installation of Guide Rail,CRU01079,Roads & Streets,2015
105916,CPLID664,Replace Guide Rail,CRU01079,Roads & Streets,2015
105917,CPLID665,Replace Guide Rail,CRU01079,Roads & Streets,2015
105918,CPLID666,Replace Guide Rail,CRU01079,Roads & Streets,2015
105919,CPLID668,Walkway Upgrades,CRU01079,Roads & Streets,2015
105920,CPLID669,Walkway Upgrades,CRU01079,Roads & Streets,2015
105921,CPLID670,Walkway Upgrades,CRU01079,Roads & Streets,2015
105922,CPLID182,Court - State of Good Repair.,CP000003,Parks and Playgrounds,2014
105923,CPLID166,Partial closure of landfill cell.,CWU01361,Solid Waste,2013
105924,CPLID369,"Trail head on Joseph Howe and Percy Street, other neighbour connections if possible",CPX01196,Parks and Playgrounds,2014
105925,CPLID366,"Complete  restoration of ornamental wrought iron fence, reinstall, sand blast & prime.",CPX01193,Parks and Playgrounds,2014
105926,CPLID368, 1.5 km of trail and small woooden bridges,CPX01196,Parks and Playgrounds,2014
105927,CPLID370,Complete Forest Hills AT section,CPX01196,Parks and Playgrounds,2014
105928,CPLID371,Bedford Burnsdie Connector Plan,CPX01196,Parks and Playgrounds,2014
105929,CPLID372,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105930,CPLID374,Lighting upgrades and electrical panel,CBX01275,Buildings,2013
105931,CPLID375,Stone restoration - North side of the building,CBX01046,Buildings,2013
105932,CPLID376,Branch layout redesign.,CBX01165,Buildings,2013
105933,CPLID377,Elevator System Upgrade,CBX01269,Buildings,2013
105934,CPLID378,Boiler Replacement,CBX01269,Buildings,2013
105935,CPLID571,Recapitalization of the Ponttons and Ramps,CBX01171,Halifax Transit,2015
105936,CPLID568,Excavation and Construction of Flume House,CDG00493,Community & Property Development,2015
105937,CPLID569,"Paint, Tiles, Windows and Structural Work",CB000042,Halifax Transit,2015
105938,CPLID570,Recapitalization of the Ponttons and Ramps,CBX01171,Halifax Transit,2015
105939,CPLID572,Interior Renovations,CB000039,Halifax Transit,2015
105940,CPLID574,Phase 12-6 and 13-1 Infrastructure,CQ000008,Industrial Parks,2015
105941,CPLID575,Replace Oil Fired Burner,CWU01065,Solid Waste,2015
105942,CPLID576,Dredging of Siltation Ponds,CWU01092,Solid Waste,2015
105943,CPLID578,Complete Cap of Cell 6A,CWU01358,Solid Waste,2015
105944,CPLID579,Install unloading services and holding tank for leachate,CWI00985,Solid Waste,2015
105945,CPLID580,Replace equipment,CW000002,Solid Waste,2015
105946,CPLID646,Sidewalk Renewals,CKU01084,Sidewalks,2015
105947,CPLID643,Sidewalk Renewals,CKU01084,Sidewalks,2015
105948,CPLID645,Sidewalk Renewals,CKU01084,Sidewalks,2015
105949,CPLID647,Sidewalk Renewals,CKU01084,Sidewalks,2015
105950,CPLID649,Sidewalk Renewals,CKU01084,Sidewalks,2015
105951,CPLID650,Sidewalk Renewals,CKU01084,Sidewalks,2015
105952,CPLID651,Paving gravel roads,CR000002,Roads & Streets,2015
105953,CPLID652,Installation of new sidewalks,CR000003,Sidewalks,2015
105954,CPLID653,Installation of new sidewalks,CR000003,Sidewalks,2015
105955,CPLID654,Installation of new sidewalks,CR000003,Sidewalks,2015
105956,CPLID655,Installation of new sidewalks,CR000003,Sidewalks,2015
105957,CPLID656,Installation of new sidewalks,CR000003,Sidewalks,2015
105958,CPLID168,Next phase implementation for Active Transportation Plan. Commodore Dr to Wright Ave,CTU00420,Traffic Improvements,2013
105959,CPLID167,Equipment replacement and maintenance,CW000002,Solid Waste,2013
105960,CPLID169,Implementation recommendations,CTU00420,Traffic Improvements,2013
105961,CPLID170,Construction of Active Transportation connection from Mumford Road to Olivet Street,CTU00420,Traffic Improvements,2013
105962,CPLID171,Active Transportation connection,CTU00420,Traffic Improvements,2013
105963,CPLID173,Intersection improvements and improve pedestrian connectivity,CTU01086,Traffic Improvements,2013
105964,CPLID174,Intersection improvements and improve pedestrian connectivity,CTU01086,Traffic Improvements,2013
105965,CPLID175,Intersection improvements and improve pedestrian connectivity,CTU01086,Traffic Improvements,2013
105966,CPLID176,Playground Replacement,CP000002,Parks and Playgrounds,2014
105967,CPLID177,State of Good Repair,CP000003,Parks and Playgrounds,2014
105968,CPLID178,Field Upgrades,CP000003,Parks and Playgrounds,2014
105969,CPLID689,Replace Artificial Turf,CP110001,Parks & Playgrounds,2015
105970,CPLID690,Play Structure Replacement,CP000002,Parks & Playgrounds,2015
105971,CPLID691,Play Structure Replacement,CP000002,Parks & Playgrounds,2015
105972,CPLID692,Play Structure Replacement,CP000002,Parks & Playgrounds,2015
105973,CPLID693,Play Structure Replacement,CP000002,Parks & Playgrounds,2015
105974,CPLID694,Play Structure Replacement,CP000002,Parks & Playgrounds,2015
105975,CPLID695,Tot Equipment Replacement,CP000002,Parks & Playgrounds,2015
105976,CPLID696,Parking Lot Upgrades,CP000002,Parks & Playgrounds,2015
105977,CPLID209,Concrete restoration and railing of Shubie Canal Locks,CPX01331,Parks and Playgrounds,2013
105978,CPLID206,Northwest Arm seawall restoration & wharf upgrade,CPX01331,Parks and Playgrounds,2013
105979,CPLID207,Completion of retaining wall,CPX01331,Parks and Playgrounds,2013
105980,CPLID394,Sidewalk Renewals,CKU01084,Sidewalks,2014
105981,CPLID395,Sidewalk Renewals,CKU01084,Sidewalks,2014
105982,CPLID396,Sidewalk Renewals,CKU01084,Sidewalks,2014
105983,CPLID398,Sidewalk Renewals,CKU01084,Sidewalks,2014
105984,CPLID399,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105985,CPLID401,Tennis court resurfacing,CP000003,Parks and Playgrounds,2013
105986,CPLID402,Court replacement,CP000003,Parks and Playgrounds,2013
105987,CPLID403,Replacement of Cow Bay Road Bridge,CRU01077,Roads & Streets,2013
105988,CPLID404,Repairs to overpass parapet wall,CRU01077,Roads & Streets,2013
105989,CPLID405,Street Recapitalization,CYX01345,Roads & Streets,2013
105990,CPLID407,Washroom Facilities,CBX01154,Buildings,2014
105991,CPLID596,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105992,CPLID593,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105993,CPLID595,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105994,CPLID597,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105995,CPLID598,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105996,CPLID599,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105997,CPLID600,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105998,CPLID601,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105999,CPLID602,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106000,CPLID603,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106001,CPLID604,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106002,CPLID671,Retaining Wall Upgrades,CRU01079,Roads & Streets,2015
106003,CPLID673,Walkway Upgrades,CRU01079,Roads & Streets,2015
106004,CPLID674,Retaining Wall Upgrades,CRU01079,Roads & Streets,2015
106005,CPLID675,Retaining Wall Assessment,CRU01079,Roads & Streets,2015
106006,CPLID676,Retaining Wall Upgrades,CRU01079,Roads & Streets,2015
106007,CPLID677,Retaining Wall Upgrades,CRU01079,Roads & Streets,2015
106008,CPLID678,Bridge Replacement,CRU01077,Roads & Streets,2015
106009,CPLID680,Bridge Recapitalization,CRU01077,Roads & Streets,2015
106010,CPLID681,Bridge Recapitalization,CRU01077,Roads & Streets,2015
106011,CPLID682,Design,CRU01077,Roads & Streets,2015
106012,CPLID683,Bridge Replacement,CRU01077,Roads & Streets,2015
106013,CPLID684,Bridge Replacements (2),CRU01077,Roads & Streets,2015
106014,CPLID193,Walkway Upgrades,CRU01079,Roads & Streets,2014
106015,CPLID194,Walkway Upgrades,CRU01079,Roads & Streets,2014
106016,CPLID195,Retaining Wall Upgrades,CRU01079,Roads & Streets,2014
106017,CPLID197,Sports Fields - State of Good Repair.,CP000003,Parks and Playgrounds,2014
106018,CPLID198,Refurbishment of sports field,CP000003,Parks and Playgrounds,2014
106019,CPLID199,Score clock,CP000003,Parks and Playgrounds,2014
106020,CPLID200,Court Resurfacing,CP000003,Parks and Playgrounds,2014
106021,CPLID201,Field Upgrades,CP000003,Parks and Playgrounds,2014
106022,CPLID202,"Phase 12 of Burnside Development. Delivery of & upgrades to infrastructure within the park. New streets, sidewalks, bike lanes and services associated with new lot inventory.",CQ300741,Industrial Parks,2013
106023,CPLID203,New park development,CP000004,Parks and Playgrounds,2013
106024,CPLID205,"Upgrades including restoration of urns, fencing & drainage plan",CPX01193,Parks and Playgrounds,2013
106025,CPLID411,Demolition of Vacant Bell Building,CBX01162,Buildings,2014
106026,CPLID409,Natural Gas Conversion,CBX01161,Buildings,2014
106027,CPLID410,Natural Gas Conversion,CBX01161,Buildings,2014
106028,CPLID413,Recapitalization - Overhead doors,CBX01164,Metro Transit,2014
106029,CPLID415,Canopy Removals & Rollup Door Replacements,CBX01171,Metro Transit,2014
106030,CPLID416,Planning,CBX01268,Buildings,2014
106031,CPLID417,Planning,CBX01268,Buildings,2014
106032,CPLID418,Structural Improvements,CBX01270,Buildings,2014
106033,CPLID419,Installation of new sidewalks.,CR000003,Sidewalks,2014
106034,CPLID420,Installation of new sidewalks.,CR000003,Sidewalks,2014
106035,CPLID421,Installation of new sidewalks.,CR000003,Sidewalks,2014
106036,CPLID608,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106037,CPLID605,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106038,CPLID607,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106039,CPLID609,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106040,CPLID610,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106041,CPLID611,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106042,CPLID612,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106043,CPLID613,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106044,CPLID614,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106045,CPLID615,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106046,CPLID616,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
106047,CPLID685,Upgrade Park Facilities,CP000013,Parks & Playgrounds,2015
106048,CPLID686,New Artificial Turf Field,CP110002,Parks & Playgrounds,2015
106049,CPLID1270,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106050,CPLID1272,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106051,CPLID1273,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106052,CPLID1274,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106053,CPLID1275,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106054,CPLID1276,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106055,CPLID1278,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106056,CPLID1279,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106057,CPLID1280,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106058,CPLID1800,Play Structures,CP000002,Parks & Playgrounds,2018
106059,CPLID1797,Play Structures,CP000002,Parks & Playgrounds,2018
106060,CPLID1798,Play Structures,CP000002,Parks & Playgrounds,2018
106061,CPLID1074,New apparatus to support increased compliment of volunteer firefighters,CE010004,Equipment & Fleet,2017
106062,CPLID1077,New Sidewalk,CTU00420,Roads & Active Transportation,2017
106063,CPLID1079,New Sidewalk,CTU00420,Roads & Active Transportation,2017
106064,CPLID1080,New Sidewalk,CTU00420,Roads & Active Transportation,2017
106065,CPLID1081,New Sidewalk,CTU00420,Roads & Active Transportation,2017
106066,CPLID1082,New Sidewalk,CTU00420,Roads & Active Transportation,2017
106067,CPLID1083,Planning,CTU00420,Roads & Active Transportation,2017
106068,CPLID1284,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106069,CPLID1281,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106070,CPLID1282,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106071,CPLID1283,Street Recapitalization,CR000005,Roads & Active Transportation,2017
106072,CPLID1799,Play Structures,CP000002,Parks & Playgrounds,2018
106073,CPLID1801,Bridge replacement,CP000002,Parks & Playgrounds,2018
106074,CPLID1802,Bridge replacement,CP000002,Parks & Playgrounds,2018
106075,CPLID1803,Bridge replacement,CP000002,Parks & Playgrounds,2018
106076,CPLID1804,Bridge replacement,CP000002,Parks & Playgrounds,2018
106077,CPLID1805,Bridge replacement,CP000002,Parks & Playgrounds,2018
106078,CPLID1806,Bridge replacement,CP000002,Parks & Playgrounds,2018
106079,CPLID1807,Bridge replacement,CP000002,Parks & Playgrounds,2018
106080,CPLID1808,Bridge replacement,CP000002,Parks & Playgrounds,2018
106081,CPLID1809,Bridge replacement,CP000002,Parks & Playgrounds,2018
106082,CPLID1813,Point Pleasant Park - lower parking lot,CP000006,Parks & Playgrounds,2018
106083,CPLID1810,Bridge repair,CP000002,Parks & Playgrounds,2018
106084,CPLID1811,Bridge design,CP000002,Parks & Playgrounds,2018
